"REF_DATE","GEO","DGUID","Age group","Sex","Cause of death (ICD-10)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada","2016A000011124","Under 1 year","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21030444","1.2.2.4508","0","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030459","1.2.2.4530","0","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","1","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","1","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","1","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030462","1.2.2.4536","0","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21030697","1.2.3.4508","0","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21030712","1.2.3.4530","0","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21030715","1.2.3.4536","0","","","","0"
"2000","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2001","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2002","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2003","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2004","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2005","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2006","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2007","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2008","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2009","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2010","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2011","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2012","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2013","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2014","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2015","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2016","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2017","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2018","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2019","Canada","2016A000011124","1 to 4 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21031203","1.3.2.4508","0","","","","0"
"2000","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2001","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2002","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2003","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2004","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2005","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2006","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2007","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2008","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2009","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2010","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2011","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2012","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2013","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2014","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2015","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2016","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2017","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2018","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2019","Canada","2016A000011124","1 to 4 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21031218","1.3.2.4530","0","","","","0"
"2000","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2001","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2002","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2003","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2004","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2005","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","1","","","","0"
"2006","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2007","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2008","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2009","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2010","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2011","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2012","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2013","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2014","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2015","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2016","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2017","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2018","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2019","Canada","2016A000011124","1 to 4 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21031221","1.3.2.4536","0","","","","0"
"2000","Canada","2016A000011124","1 to 4 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21031456","1.3.3.4508","0","","","","0"
