"REF_DATE","GEO","DGUID","Age group","Sex","Cause of death (ICD-10)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","3","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","4","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","4","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","7","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","6","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","1","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","3","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","4","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","3","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","4","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","3","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","3","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","4","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","2","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911450","1.2.2.891","2","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","751","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","742","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","782","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","782","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","822","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","833","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","788","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","838","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","854","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","879","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","839","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","808","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","840","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","852","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","788","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","800","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","828","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","764","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","797","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113664","1.2.3.1","705","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","5","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","3","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","2","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","5","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","3","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","2","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","4","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","7","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","1","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","4","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","7","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","5","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","11","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","5","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","4","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","4","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","1","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","2","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","3","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20911928","1.2.3.891","2","","","","0"
"2000","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","170","","","","0"
"2001","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","191","","","","0"
"2002","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","168","","","","0"
"2003","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","174","","","","0"
"2004","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","154","","","","0"
"2005","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","170","","","","0"
"2006","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","163","","","","0"
"2007","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","155","","","","0"
"2008","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","153","","","","0"
"2009","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","148","","","","0"
"2010","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","175","","","","0"
"2011","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","155","","","","0"
"2012","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","133","","","","0"
"2013","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","164","","","","0"
"2014","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","132","","","","0"
"2015","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","172","","","","0"
"2016","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","164","","","","0"
"2017","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","145","","","","0"
"2018","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","131","","","","0"
"2019","Canada","2016A000011124","1 to 4 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113666","1.3.2.1","140","","","","0"
"2000","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","17","","","","0"
"2001","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","31","","","","0"
"2002","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","18","","","","0"
"2003","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","17","","","","0"
"2004","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","15","","","","0"
"2005","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","18","","","","0"
"2006","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","21","","","","0"
"2007","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","18","","","","0"
"2008","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","25","","","","0"
"2009","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","12","","","","0"
"2010","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","22","","","","0"
"2011","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","16","","","","0"
"2012","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","12","","","","0"
"2013","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","18","","","","0"
"2014","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","14","","","","0"
"2015","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","17","","","","0"
"2016","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","25","","","","0"
"2017","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","22","","","","0"
"2018","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","16","","","","0"
"2019","Canada","2016A000011124","1 to 4 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20912881","1.3.2.891","22","","","","0"
"2000","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","130","","","","0"
"2001","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","149","","","","0"
"2002","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","151","","","","0"
"2003","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","138","","","","0"
"2004","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","132","","","","0"
"2005","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","112","","","","0"
"2006","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","121","","","","0"
"2007","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","116","","","","0"
"2008","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","112","","","","0"
"2009","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","102","","","","0"
"2010","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","122","","","","0"
"2011","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","111","","","","0"
"2012","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","130","","","","0"
"2013","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","153","","","","0"
"2014","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","128","","","","0"
"2015","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","117","","","","0"
"2016","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","123","","","","0"
"2017","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","104","","","","0"
"2018","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","125","","","","0"
"2019","Canada","2016A000011124","1 to 4 years","Females","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113667","1.3.3.1","113","","","","0"
"2000","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","16","","","","0"
"2001","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","14","","","","0"
"2002","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","15","","","","0"
"2003","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","12","","","","0"
"2004","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","21","","","","0"
"2005","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","10","","","","0"
"2006","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","18","","","","0"
"2007","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","18","","","","0"
"2008","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","22","","","","0"
"2009","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","18","","","","0"
"2010","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","15","","","","0"
"2011","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","10","","","","0"
"2012","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","11","","","","0"
"2013","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","22","","","","0"
"2014","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","18","","","","0"
"2015","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","15","","","","0"
"2016","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","12","","","","0"
"2017","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","12","","","","0"
"2018","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","20","","","","0"
"2019","Canada","2016A000011124","1 to 4 years","Females","Malignant neoplasms [C00-C97]","Number","223","units","0","v20913359","1.3.3.891","7","","","","0"
"2000","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","150","","","","0"
"2001","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","132","","","","0"
"2002","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","137","","","","0"
"2003","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","128","","","","0"
"2004","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","126","","","","0"
"2005","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","120","","","","0"
"2006","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","111","","","","0"
"2007","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","102","","","","0"
"2008","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","117","","","","0"
"2009","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","111","","","","0"
"2010","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","75","","","","0"
"2011","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","92","","","","0"
"2012","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","83","","","","0"
"2013","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","93","","","","0"
"2014","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","73","","","","0"
"2015","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","90","","","","0"
"2016","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","79","","","","0"
"2017","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","84","","","","0"
"2018","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","90","","","","0"
"2019","Canada","2016A000011124","5 to 9 years","Males","Total, all causes of death [A00-Y89]","Number","223","units","0","v21113669","1.4.2.1","84","","","","0"
"2000","Canada","2016A000011124","5 to 9 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20914312","1.4.2.891","33","","","","0"
"2001","Canada","2016A000011124","5 to 9 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20914312","1.4.2.891","32","","","","0"
"2002","Canada","2016A000011124","5 to 9 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20914312","1.4.2.891","28","","","","0"
"2003","Canada","2016A000011124","5 to 9 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20914312","1.4.2.891","34","","","","0"
"2004","Canada","2016A000011124","5 to 9 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20914312","1.4.2.891","26","","","","0"
"2005","Canada","2016A000011124","5 to 9 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20914312","1.4.2.891","26","","","","0"
"2006","Canada","2016A000011124","5 to 9 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20914312","1.4.2.891","26","","","","0"
"2007","Canada","2016A000011124","5 to 9 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20914312","1.4.2.891","27","","","","0"
"2008","Canada","2016A000011124","5 to 9 years","Males","Malignant neoplasms [C00-C97]","Number","223","units","0","v20914312","1.4.2.891","22","","","","0"
