"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"65 years"	"65"	"2001"	"2001"	"Male"	"M"	16	943626	Unreliable
"Total"	"65 years"	"65"	"2001"	"2001"			38	2012270	1.9
	"65 years"	"65"	"2002"	"2002"	"Female"	"F"	24	1073097	2.2
	"65 years"	"65"	"2002"	"2002"	"Male"	"M"	35	952282	3.7
"Total"	"65 years"	"65"	"2002"	"2002"			59	2025379	2.9
	"65 years"	"65"	"2003"	"2003"	"Female"	"F"	29	1124059	2.6
	"65 years"	"65"	"2003"	"2003"	"Male"	"M"	30	1001903	3.0
"Total"	"65 years"	"65"	"2003"	"2003"			59	2125962	2.8
	"65 years"	"65"	"2004"	"2004"	"Female"	"F"	28	1132615	2.5
	"65 years"	"65"	"2004"	"2004"	"Male"	"M"	31	1015816	3.1
"Total"	"65 years"	"65"	"2004"	"2004"			59	2148431	2.7
	"65 years"	"65"	"2005"	"2005"	"Female"	"F"	34	1183371	2.9
	"65 years"	"65"	"2005"	"2005"	"Male"	"M"	34	1057487	3.2
"Total"	"65 years"	"65"	"2005"	"2005"			68	2240858	3.0
	"65 years"	"65"	"2006"	"2006"	"Female"	"F"	37	1208196	3.1
	"65 years"	"65"	"2006"	"2006"	"Male"	"M"	38	1077812	3.5
"Total"	"65 years"	"65"	"2006"	"2006"			75	2286008	3.3
	"65 years"	"65"	"2007"	"2007"	"Female"	"F"	39	1290637	3.0
	"65 years"	"65"	"2007"	"2007"	"Male"	"M"	54	1155119	4.7
"Total"	"65 years"	"65"	"2007"	"2007"			93	2445756	3.8
	"65 years"	"65"	"2008"	"2008"	"Female"	"F"	74	1448356	5.1
	"65 years"	"65"	"2008"	"2008"	"Male"	"M"	73	1303557	5.6
"Total"	"65 years"	"65"	"2008"	"2008"			147	2751913	5.3
	"65 years"	"65"	"2009"	"2009"	"Female"	"F"	64	1396005	4.6
	"65 years"	"65"	"2009"	"2009"	"Male"	"M"	69	1257340	5.5
"Total"	"65 years"	"65"	"2009"	"2009"			133	2653345	5.0
	"65 years"	"65"	"2010"	"2010"	"Female"	"F"	57	1407451	4.0
	"65 years"	"65"	"2010"	"2010"	"Male"	"M"	65	1273310	5.1
"Total"	"65 years"	"65"	"2010"	"2010"			122	2680761	4.6
	"65 years"	"65"	"2011"	"2011"	"Female"	"F"	85	1400553	6.1
	"65 years"	"65"	"2011"	"2011"	"Male"	"M"	91	1272356	7.2
"Total"	"65 years"	"65"	"2011"	"2011"			176	2672909	6.6
	"65 years"	"65"	"2012"	"2012"	"Female"	"F"	87	1866012	4.7
	"65 years"	"65"	"2012"	"2012"	"Male"	"M"	149	1704827	8.7
"Total"	"65 years"	"65"	"2012"	"2012"			236	3570839	6.6
	"65 years"	"65"	"2013"	"2013"	"Female"	"F"	113	1775062	6.4
	"65 years"	"65"	"2013"	"2013"	"Male"	"M"	135	1616005	8.4
"Total"	"65 years"	"65"	"2013"	"2013"			248	3391067	7.3
	"65 years"	"65"	"2014"	"2014"	"Female"	"F"	111	1776761	6.2
	"65 years"	"65"	"2014"	"2014"	"Male"	"M"	160	1607688	10.0
"Total"	"65 years"	"65"	"2014"	"2014"			271	3384449	8.0
	"65 years"	"65"	"2015"	"2015"	"Female"	"F"	123	1812107	6.8
	"65 years"	"65"	"2015"	"2015"	"Male"	"M"	235	1637936	14.3
"Total"	"65 years"	"65"	"2015"	"2015"			358	3450043	10.4
	"65 years"	"65"	"2016"	"2016"	"Female"	"F"	150	1839731	8.2
	"65 years"	"65"	"2016"	"2016"	"Male"	"M"	271	1651159	16.4
"Total"	"65 years"	"65"	"2016"	"2016"			421	3490890	12.1
	"65 years"	"65"	"2017"	"2017"	"Female"	"F"	160	1878995	8.5
	"65 years"	"65"	"2017"	"2017"	"Male"	"M"	338	1688983	20.0
"Total"	"65 years"	"65"	"2017"	"2017"			498	3567978	14.0
	"65 years"	"65"	"2018"	"2018"	"Female"	"F"	167	1935507	8.6
	"65 years"	"65"	"2018"	"2018"	"Male"	"M"	412	1734093	23.8
"Total"	"65 years"	"65"	"2018"	"2018"			579	3669600	15.8
	"65 years"	"65"	"2019"	"2019"	"Female"	"F"	175	1991169	8.8
	"65 years"	"65"	"2019"	"2019"	"Male"	"M"	485	1783428	27.2
"Total"	"65 years"	"65"	"2019"	"2019"			660	3774597	17.5
"Total"	"65 years"	"65"					4363	58286420	7.5
	"66 years"	"66"	"1999"	"1999"	"Female"	"F"	20	1018914	2.0
	"66 years"	"66"	"1999"	"1999"	"Male"	"M"	17	877447	Unreliable
"Total"	"66 years"	"66"	"1999"	"1999"			37	1896361	2.0
	"66 years"	"66"	"2000"	"2000"	"Female"	"F"	14	996164	Unreliable
	"66 years"	"66"	"2000"	"2000"	"Male"	"M"	18	864156	Unreliable
"Total"	"66 years"	"66"	"2000"	"2000"			32	1860320	1.7
	"66 years"	"66"	"2001"	"2001"	"Female"	"F"	13	1075042	Unreliable
	"66 years"	"66"	"2001"	"2001"	"Male"	"M"	23	938399	2.5
"Total"	"66 years"	"66"	"2001"	"2001"			36	2013441	1.8
	"66 years"	"66"	"2002"	"2002"	"Female"	"F"	23	1058192	2.2
	"66 years"	"66"	"2002"	"2002"	"Male"	"M"	29	928349	3.1
"Total"	"66 years"	"66"	"2002"	"2002"			52	1986541	2.6
	"66 years"	"66"	"2003"	"2003"	"Female"	"F"	24	1062639	2.3
	"66 years"	"66"	"2003"	"2003"	"Male"	"M"	28	937277	3.0
"Total"	"66 years"	"66"	"2003"	"2003"			52	1999916	2.6
	"66 years"	"66"	"2004"	"2004"	"Female"	"F"	31	1112641	2.8
	"66 years"	"66"	"2004"	"2004"	"Male"	"M"	24	986009	2.4
"Total"	"66 years"	"66"	"2004"	"2004"			55	2098650	2.6
	"66 years"	"66"	"2005"	"2005"	"Female"	"F"	32	1121292	2.9
	"66 years"	"66"	"2005"	"2005"	"Male"	"M"	41	1000448	4.1
"Total"	"66 years"	"66"	"2005"	"2005"			73	2121740	3.4
	"66 years"	"66"	"2006"	"2006"	"Female"	"F"	40	1171707	3.4
	"66 years"	"66"	"2006"	"2006"	"Male"	"M"	43	1042044	4.1
"Total"	"66 years"	"66"	"2006"	"2006"			83	2213751	3.7
	"66 years"	"66"	"2007"	"2007"	"Female"	"F"	38	1195702	3.2
	"66 years"	"66"	"2007"	"2007"	"Male"	"M"	51	1061969	4.8
"Total"	"66 years"	"66"	"2007"	"2007"			89	2257671	3.9
	"66 years"	"66"	"2008"	"2008"	"Female"	"F"	46	1277374	3.6
	"66 years"	"66"	"2008"	"2008"	"Male"	"M"	58	1138633	5.1
"Total"	"66 years"	"66"	"2008"	"2008"			104	2416007	4.3
	"66 years"	"66"	"2009"	"2009"	"Female"	"F"	54	1433620	3.8
	"66 years"	"66"	"2009"	"2009"	"Male"	"M"	62	1285834	4.8
"Total"	"66 years"	"66"	"2009"	"2009"			116	2719454	4.3
	"66 years"	"66"	"2010"	"2010"	"Female"	"F"	47	1390865	3.4
	"66 years"	"66"	"2010"	"2010"	"Male"	"M"	57	1248276	4.6
"Total"	"66 years"	"66"	"2010"	"2010"			104	2639141	3.9
	"66 years"	"66"	"2011"	"2011"	"Female"	"F"	64	1391276	4.6
	"66 years"	"66"	"2011"	"2011"	"Male"	"M"	68	1251872	5.4
"Total"	"66 years"	"66"	"2011"	"2011"			132	2643148	5.0
	"66 years"	"66"	"2012"	"2012"	"Female"	"F"	66	1388112	4.8
	"66 years"	"66"	"2012"	"2012"	"Male"	"M"	88	1252872	7.0
"Total"	"66 years"	"66"	"2012"	"2012"			154	2640984	5.8
	"66 years"	"66"	"2013"	"2013"	"Female"	"F"	102	1851206	5.5
	"66 years"	"66"	"2013"	"2013"	"Male"	"M"	128	1683234	7.6
"Total"	"66 years"	"66"	"2013"	"2013"			230	3534440	6.5
	"66 years"	"66"	"2014"	"2014"	"Female"	"F"	101	1758649	5.7
	"66 years"	"66"	"2014"	"2014"	"Male"	"M"	153	1589127	9.6
"Total"	"66 years"	"66"	"2014"	"2014"			254	3347776	7.6
	"66 years"	"66"	"2015"	"2015"	"Female"	"F"	107	1760795	6.1
	"66 years"	"66"	"2015"	"2015"	"Male"	"M"	199	1583339	12.6
"Total"	"66 years"	"66"	"2015"	"2015"			306	3344134	9.2
	"66 years"	"66"	"2016"	"2016"	"Female"	"F"	95	1794239	5.3
	"66 years"	"66"	"2016"	"2016"	"Male"	"M"	237	1609408	14.7
"Total"	"66 years"	"66"	"2016"	"2016"			332	3403647	9.8
	"66 years"	"66"	"2017"	"2017"	"Female"	"F"	125	1825058	6.8
	"66 years"	"66"	"2017"	"2017"	"Male"	"M"	290	1626011	17.8
"Total"	"66 years"	"66"	"2017"	"2017"			415	3451069	12.0
	"66 years"	"66"	"2018"	"2018"	"Female"	"F"	144	1857985	7.8
	"66 years"	"66"	"2018"	"2018"	"Male"	"M"	318	1658451	19.2
"Total"	"66 years"	"66"	"2018"	"2018"			462	3516436	13.1
	"66 years"	"66"	"2019"	"2019"	"Female"	"F"	172	1914181	9.0
	"66 years"	"66"	"2019"	"2019"	"Male"	"M"	362	1703888	21.2
"Total"	"66 years"	"66"	"2019"	"2019"			534	3618069	14.8
"Total"	"66 years"	"66"					3652	55722696	6.6
	"67 years"	"67"	"1999"	"1999"	"Female"	"F"	11	1035759	Unreliable
	"67 years"	"67"	"1999"	"1999"	"Male"	"M"	18	880924	Unreliable
"Total"	"67 years"	"67"	"1999"	"1999"			29	1916683	1.5
	"67 years"	"67"	"2000"	"2000"	"Female"	"F"	12	1022372	Unreliable
	"67 years"	"67"	"2000"	"2000"	"Male"	"M"	10	874079	Unreliable
"Total"	"67 years"	"67"	"2000"	"2000"			22	1896451	1.2
	"67 years"	"67"	"2001"	"2001"	"Female"	"F"	15	993065	Unreliable
	"67 years"	"67"	"2001"	"2001"	"Male"	"M"	17	857420	Unreliable
"Total"	"67 years"	"67"	"2001"	"2001"			32	1850485	1.7
	"67 years"	"67"	"2002"	"2002"	"Female"	"F"	19	1064068	Unreliable
	"67 years"	"67"	"2002"	"2002"	"Male"	"M"	20	922458	2.2
"Total"	"67 years"	"67"	"2002"	"2002"			39	1986526	2.0
	"67 years"	"67"	"2003"	"2003"	"Female"	"F"	17	1048005	Unreliable
	"67 years"	"67"	"2003"	"2003"	"Male"	"M"	31	913146	3.4
"Total"	"67 years"	"67"	"2003"	"2003"			48	1961151	2.4
	"67 years"	"67"	"2004"	"2004"	"Female"	"F"	30	1052462	2.9
	"67 years"	"67"	"2004"	"2004"	"Male"	"M"	37	922625	4.0
"Total"	"67 years"	"67"	"2004"	"2004"			67	1975087	3.4
	"67 years"	"67"	"2005"	"2005"	"Female"	"F"	30	1102944	2.7
	"67 years"	"67"	"2005"	"2005"	"Male"	"M"	26	971691	2.7
"Total"	"67 years"	"67"	"2005"	"2005"			56	2074635	2.7
	"67 years"	"67"	"2006"	"2006"	"Female"	"F"	34	1112106	3.1
	"67 years"	"67"	"2006"	"2006"	"Male"	"M"	43	986584	4.4
"Total"	"67 years"	"67"	"2006"	"2006"			77	2098690	3.7
	"67 years"	"67"	"2007"	"2007"	"Female"	"F"	27	1162703	2.3
	"67 years"	"67"	"2007"	"2007"	"Male"	"M"	40	1028624	3.9
"Total"	"67 years"	"67"	"2007"	"2007"			67	2191327	3.1
	"67 years"	"67"	"2008"	"2008"	"Female"	"F"	43	1186870	3.6
	"67 years"	"67"	"2008"	"2008"	"Male"	"M"	52	1048799	5.0
"Total"	"67 years"	"67"	"2008"	"2008"			95	2235669	4.2
	"67 years"	"67"	"2009"	"2009"	"Female"	"F"	49	1268698	3.9
	"67 years"	"67"	"2009"	"2009"	"Male"	"M"	62	1125678	5.5
"Total"	"67 years"	"67"	"2009"	"2009"			111	2394376	4.6
	"67 years"	"67"	"2010"	"2010"	"Female"	"F"	66	1400459	4.7
	"67 years"	"67"	"2010"	"2010"	"Male"	"M"	56	1248906	4.5
"Total"	"67 years"	"67"	"2010"	"2010"			122	2649365	4.6
	"67 years"	"67"	"2011"	"2011"	"Female"	"F"	60	1366334	4.4
	"67 years"	"67"	"2011"	"2011"	"Male"	"M"	75	1218210	6.2
"Total"	"67 years"	"67"	"2011"	"2011"			135	2584544	5.2
	"67 years"	"67"	"2012"	"2012"	"Female"	"F"	62	1377451	4.5
	"67 years"	"67"	"2012"	"2012"	"Male"	"M"	79	1231618	6.4
"Total"	"67 years"	"67"	"2012"	"2012"			141	2609069	5.4
	"67 years"	"67"	"2013"	"2013"	"Female"	"F"	74	1373271	5.4
	"67 years"	"67"	"2013"	"2013"	"Male"	"M"	85	1231339	6.9
"Total"	"67 years"	"67"	"2013"	"2013"			159	2604610	6.1
	"67 years"	"67"	"2014"	"2014"	"Female"	"F"	102	1832245	5.6
	"67 years"	"67"	"2014"	"2014"	"Male"	"M"	102	1653257	6.2
"Total"	"67 years"	"67"	"2014"	"2014"			204	3485502	5.9
	"67 years"	"67"	"2015"	"2015"	"Female"	"F"	87	1741227	5.0
	"67 years"	"67"	"2015"	"2015"	"Male"	"M"	142	1562960	9.1
"Total"	"67 years"	"67"	"2015"	"2015"			229	3304187	6.9
	"67 years"	"67"	"2016"	"2016"	"Female"	"F"	86	1741373	4.9
	"67 years"	"67"	"2016"	"2016"	"Male"	"M"	185	1553893	11.9
"Total"	"67 years"	"67"	"2016"	"2016"			271	3295266	8.2
	"67 years"	"67"	"2017"	"2017"	"Female"	"F"	112	1778116	6.3
	"67 years"	"67"	"2017"	"2017"	"Male"	"M"	227	1583631	14.3
"Total"	"67 years"	"67"	"2017"	"2017"			339	3361747	10.1
	"67 years"	"67"	"2018"	"2018"	"Female"	"F"	124	1803359	6.9
	"67 years"	"67"	"2018"	"2018"	"Male"	"M"	286	1595396	17.9
"Total"	"67 years"	"67"	"2018"	"2018"			410	3398755	12.1
	"67 years"	"67"	"2019"	"2019"	"Female"	"F"	129	1836574	7.0
	"67 years"	"67"	"2019"	"2019"	"Male"	"M"	371	1627863	22.8
"Total"	"67 years"	"67"	"2019"	"2019"			500	3464437	14.4
"Total"	"67 years"	"67"					3153	53338562	5.9
	"68 years"	"68"	"1999"	"1999"	"Female"	"F"	16	1038635	Unreliable
	"68 years"	"68"	"1999"	"1999"	"Male"	"M"	19	879176	Unreliable
"Total"	"68 years"	"68"	"1999"	"1999"			35	1917811	1.8
	"68 years"	"68"	"2000"	"2000"	"Female"	"F"	14	1008370	Unreliable
	"68 years"	"68"	"2000"	"2000"	"Male"	"M"	21	856145	2.5
"Total"	"68 years"	"68"	"2000"	"2000"			35	1864515	1.9
	"68 years"	"68"	"2001"	"2001"	"Female"	"F"	10	1001409	Unreliable
	"68 years"	"68"	"2001"	"2001"	"Male"	"M"	20	851383	2.3
"Total"	"68 years"	"68"	"2001"	"2001"			30	1852792	1.6
	"68 years"	"68"	"2002"	"2002"	"Female"	"F"	19	981106	Unreliable
	"68 years"	"68"	"2002"	"2002"	"Male"	"M"	23	840036	2.7
"Total"	"68 years"	"68"	"2002"	"2002"			42	1821142	2.3
	"68 years"	"68"	"2003"	"2003"	"Female"	"F"	18	1051571	Unreliable
	"68 years"	"68"	"2003"	"2003"	"Male"	"M"	26	904419	2.9
"Total"	"68 years"	"68"	"2003"	"2003"			44	1955990	2.2
	"68 years"	"68"	"2004"	"2004"	"Female"	"F"	21	1035666	2.0
	"68 years"	"68"	"2004"	"2004"	"Male"	"M"	24	895181	2.7
"Total"	"68 years"	"68"	"2004"	"2004"			45	1930847	2.3
	"68 years"	"68"	"2005"	"2005"	"Female"	"F"	21	1040489	2.0
	"68 years"	"68"	"2005"	"2005"	"Male"	"M"	19	904790	Unreliable
"Total"	"68 years"	"68"	"2005"	"2005"			40	1945279	2.1
	"68 years"	"68"	"2006"	"2006"	"Female"	"F"	31	1090864	2.8
	"68 years"	"68"	"2006"	"2006"	"Male"	"M"	32	953381	3.4
"Total"	"68 years"	"68"	"2006"	"2006"			63	2044245	3.1
	"68 years"	"68"	"2007"	"2007"	"Female"	"F"	25	1099908	2.3
	"68 years"	"68"	"2007"	"2007"	"Male"	"M"	40	968187	4.1
"Total"	"68 years"	"68"	"2007"	"2007"			65	2068095	3.1
	"68 years"	"68"	"2008"	"2008"	"Female"	"F"	34	1150404	3.0
	"68 years"	"68"	"2008"	"2008"	"Male"	"M"	38	1009620	3.8
"Total"	"68 years"	"68"	"2008"	"2008"			72	2160024	3.3
	"68 years"	"68"	"2009"	"2009"	"Female"	"F"	41	1174695	3.5
	"68 years"	"68"	"2009"	"2009"	"Male"	"M"	39	1029534	3.8
"Total"	"68 years"	"68"	"2009"	"2009"			80	2204229	3.6
	"68 years"	"68"	"2010"	"2010"	"Female"	"F"	50	1236376	4.0
	"68 years"	"68"	"2010"	"2010"	"Male"	"M"	39	1087296	3.6
"Total"	"68 years"	"68"	"2010"	"2010"			89	2323672	3.8
	"68 years"	"68"	"2011"	"2011"	"Female"	"F"	56	1406096	4.0
	"68 years"	"68"	"2011"	"2011"	"Male"	"M"	58	1246213	4.7
"Total"	"68 years"	"68"	"2011"	"2011"			114	2652309	4.3
	"68 years"	"68"	"2012"	"2012"	"Female"	"F"	73	1350715	5.4
	"68 years"	"68"	"2012"	"2012"	"Male"	"M"	65	1196231	5.4
"Total"	"68 years"	"68"	"2012"	"2012"			138	2546946	5.4
	"68 years"	"68"	"2013"	"2013"	"Female"	"F"	60	1361259	4.4
	"68 years"	"68"	"2013"	"2013"	"Male"	"M"	71	1208652	5.9
"Total"	"68 years"	"68"	"2013"	"2013"			131	2569911	5.1
	"68 years"	"68"	"2014"	"2014"	"Female"	"F"	62	1361047	4.6
	"68 years"	"68"	"2014"	"2014"	"Male"	"M"	76	1211480	6.3
"Total"	"68 years"	"68"	"2014"	"2014"			138	2572527	5.4
	"68 years"	"68"	"2015"	"2015"	"Female"	"F"	85	1812428	4.7
	"68 years"	"68"	"2015"	"2015"	"Male"	"M"	123	1623929	7.6
"Total"	"68 years"	"68"	"2015"	"2015"			208	3436357	6.1
	"68 years"	"68"	"2016"	"2016"	"Female"	"F"	87	1719694	5.1
	"68 years"	"68"	"2016"	"2016"	"Male"	"M"	145	1532242	9.5
"Total"	"68 years"	"68"	"2016"	"2016"			232	3251936	7.1
	"68 years"	"68"	"2017"	"2017"	"Female"	"F"	85	1723919	4.9
	"68 years"	"68"	"2017"	"2017"	"Male"	"M"	196	1527330	12.8
"Total"	"68 years"	"68"	"2017"	"2017"			281	3251249	8.6
	"68 years"	"68"	"2018"	"2018"	"Female"	"F"	96	1755485	5.5
	"68 years"	"68"	"2018"	"2018"	"Male"	"M"	244	1552348	15.7
"Total"	"68 years"	"68"	"2018"	"2018"			340	3307833	10.3
	"68 years"	"68"	"2019"	"2019"	"Female"	"F"	105	1781346	5.9
	"68 years"	"68"	"2019"	"2019"	"Male"	"M"	279	1564129	17.8
"Total"	"68 years"	"68"	"2019"	"2019"			384	3345475	11.5
"Total"	"68 years"	"68"					2606	51023184	5.1
	"69 years"	"69"	"1999"	"1999"	"Female"	"F"	13	1030646	Unreliable
	"69 years"	"69"	"1999"	"1999"	"Male"	"M"	22	866543	2.5
"Total"	"69 years"	"69"	"1999"	"1999"			35	1897189	1.8
	"69 years"	"69"	"2000"	"2000"	"Female"	"F"	11	1027017	Unreliable
	"69 years"	"69"	"2000"	"2000"	"Male"	"M"	10	855331	Unreliable
"Total"	"69 years"	"69"	"2000"	"2000"			21	1882348	1.1
	"69 years"	"69"	"2001"	"2001"	"Female"	"F"	16	996458	Unreliable
	"69 years"	"69"	"2001"	"2001"	"Male"	"M"	9	836787	Unreliable
"Total"	"69 years"	"69"	"2001"	"2001"			25	1833245	1.4
	"69 years"	"69"	"2002"	"2002"	"Female"	"F"	21	987351	2.1
	"69 years"	"69"	"2002"	"2002"	"Male"	"M"	8	831542	Unreliable
"Total"	"69 years"	"69"	"2002"	"2002"			29	1818893	1.6
	"69 years"	"69"	"2003"	"2003"	"Female"	"F"	20	967432	2.1
	"69 years"	"69"	"2003"	"2003"	"Male"	"M"	28	820345	3.4
"Total"	"69 years"	"69"	"2003"	"2003"			48	1787777	2.7
	"69 years"	"69"	"2004"	"2004"	"Female"	"F"	21	1037034	2.0
	"69 years"	"69"	"2004"	"2004"	"Male"	"M"	20	883380	2.3
"Total"	"69 years"	"69"	"2004"	"2004"			41	1920414	2.1
	"69 years"	"69"	"2005"	"2005"	"Female"	"F"	21	1021404	2.1
	"69 years"	"69"	"2005"	"2005"	"Male"	"M"	18	874711	Unreliable
"Total"	"69 years"	"69"	"2005"	"2005"			39	1896115	2.1
	"69 years"	"69"	"2006"	"2006"	"Female"	"F"	27	1026329	2.6
	"69 years"	"69"	"2006"	"2006"	"Male"	"M"	16	884178	Unreliable
"Total"	"69 years"	"69"	"2006"	"2006"			43	1910507	2.3
	"69 years"	"69"	"2007"	"2007"	"Female"	"F"	27	1075855	2.5
	"69 years"	"69"	"2007"	"2007"	"Male"	"M"	32	931531	3.4
"Total"	"69 years"	"69"	"2007"	"2007"			59	2007386	2.9
	"69 years"	"69"	"2008"	"2008"	"Female"	"F"	23	1084904	2.1
	"69 years"	"69"	"2008"	"2008"	"Male"	"M"	34	945830	3.6
"Total"	"69 years"	"69"	"2008"	"2008"			57	2030734	2.8
	"69 years"	"69"	"2009"	"2009"	"Female"	"F"	32	1134860	2.8
	"69 years"	"69"	"2009"	"2009"	"Male"	"M"	30	986113	3.0
"Total"	"69 years"	"69"	"2009"	"2009"			62	2120973	2.9
	"69 years"	"69"	"2010"	"2010"	"Female"	"F"	36	1147565	3.1
	"69 years"	"69"	"2010"	"2010"	"Male"	"M"	38	994759	3.8
"Total"	"69 years"	"69"	"2010"	"2010"			74	2142324	3.5
	"69 years"	"69"	"2011"	"2011"	"Female"	"F"	39	1237599	3.2
	"69 years"	"69"	"2011"	"2011"	"Male"	"M"	50	1083279	4.6
"Total"	"69 years"	"69"	"2011"	"2011"			89	2320878	3.8
	"69 years"	"69"	"2012"	"2012"	"Female"	"F"	48	1388207	3.5
	"69 years"	"69"	"2012"	"2012"	"Male"	"M"	45	1221308	3.7
"Total"	"69 years"	"69"	"2012"	"2012"			93	2609515	3.6
	"69 years"	"69"	"2013"	"2013"	"Female"	"F"	39	1334729	2.9
	"69 years"	"69"	"2013"	"2013"	"Male"	"M"	65	1173960	5.5
"Total"	"69 years"	"69"	"2013"	"2013"			104	2508689	4.1
	"69 years"	"69"	"2014"	"2014"	"Female"	"F"	57	1347458	4.2
	"69 years"	"69"	"2014"	"2014"	"Male"	"M"	61	1187554	5.1
"Total"	"69 years"	"69"	"2014"	"2014"			118	2535012	4.7
	"69 years"	"69"	"2015"	"2015"	"Female"	"F"	54	1344721	4.0
	"69 years"	"69"	"2015"	"2015"	"Male"	"M"	77	1188026	6.5
"Total"	"69 years"	"69"	"2015"	"2015"			131	2532747	5.2
	"69 years"	"69"	"2016"	"2016"	"Female"	"F"	73	1788127	4.1
	"69 years"	"69"	"2016"	"2016"	"Male"	"M"	117	1590217	7.4
"Total"	"69 years"	"69"	"2016"	"2016"			190	3378344	5.6
	"69 years"	"69"	"2017"	"2017"	"Female"	"F"	84	1700425	4.9
	"69 years"	"69"	"2017"	"2017"	"Male"	"M"	180	1503913	12.0
"Total"	"69 years"	"69"	"2017"	"2017"			264	3204338	8.2
	"69 years"	"69"	"2018"	"2018"	"Female"	"F"	81	1699744	4.8
	"69 years"	"69"	"2018"	"2018"	"Male"	"M"	179	1494525	12.0
"Total"	"69 years"	"69"	"2018"	"2018"			260	3194269	8.1
	"69 years"	"69"	"2019"	"2019"	"Female"	"F"	93	1731958	5.4
	"69 years"	"69"	"2019"	"2019"	"Male"	"M"	232	1520465	15.3
"Total"	"69 years"	"69"	"2019"	"2019"			325	3252423	10.0
"Total"	"69 years"	"69"					2107	48784120	4.3
	"70 years"	"70"	"1999"	"1999"	"Female"	"F"	18	1036615	Unreliable
	"70 years"	"70"	"1999"	"1999"	"Male"	"M"	16	835920	Unreliable
"Total"	"70 years"	"70"	"1999"	"1999"			34	1872535	1.8
	"70 years"	"70"	"2000"	"2000"	"Female"	"F"	12	1030658	Unreliable
	"70 years"	"70"	"2000"	"2000"	"Male"	"M"	11	844517	Unreliable
"Total"	"70 years"	"70"	"2000"	"2000"			23	1875175	1.2
	"70 years"	"70"	"2001"	"2001"	"Female"	"F"	8	994877	Unreliable
	"70 years"	"70"	"2001"	"2001"	"Male"	"M"	17	822982	Unreliable
"Total"	"70 years"	"70"	"2001"	"2001"			25	1817859	1.4
	"70 years"	"70"	"2002"	"2002"	"Female"	"F"	13	978995	Unreliable
	"70 years"	"70"	"2002"	"2002"	"Male"	"M"	17	813765	Unreliable
"Total"	"70 years"	"70"	"2002"	"2002"			30	1792760	1.7
	"70 years"	"70"	"2003"	"2003"	"Female"	"F"	18	969166	Unreliable
	"70 years"	"70"	"2003"	"2003"	"Male"	"M"	11	808170	Unreliable
"Total"	"70 years"	"70"	"2003"	"2003"			29	1777336	1.6
	"70 years"	"70"	"2004"	"2004"	"Female"	"F"	15	948585	Unreliable
	"70 years"	"70"	"2004"	"2004"	"Male"	"M"	15	796318	Unreliable
"Total"	"70 years"	"70"	"2004"	"2004"			30	1744903	1.7
	"70 years"	"70"	"2005"	"2005"	"Female"	"F"	11	1016272	Unreliable
	"70 years"	"70"	"2005"	"2005"	"Male"	"M"	25	857454	2.9
"Total"	"70 years"	"70"	"2005"	"2005"			36	1873726	1.9
	"70 years"	"70"	"2006"	"2006"	"Female"	"F"	16	1000140	Unreliable
	"70 years"	"70"	"2006"	"2006"	"Male"	"M"	26	848416	3.1
"Total"	"70 years"	"70"	"2006"	"2006"			42	1848556	2.3
	"70 years"	"70"	"2007"	"2007"	"Female"	"F"	20	1003987	2.0
	"70 years"	"70"	"2007"	"2007"	"Male"	"M"	26	856729	3.0
"Total"	"70 years"	"70"	"2007"	"2007"			46	1860716	2.5
	"70 years"	"70"	"2008"	"2008"	"Female"	"F"	31	1051554	2.9
	"70 years"	"70"	"2008"	"2008"	"Male"	"M"	25	901774	2.8
"Total"	"70 years"	"70"	"2008"	"2008"			56	1953328	2.9
	"70 years"	"70"	"2009"	"2009"	"Female"	"F"	31	1059376	2.9
	"70 years"	"70"	"2009"	"2009"	"Male"	"M"	23	914700	2.5
"Total"	"70 years"	"70"	"2009"	"2009"			54	1974076	2.7
	"70 years"	"70"	"2010"	"2010"	"Female"	"F"	29	1097510	2.6
	"70 years"	"70"	"2010"	"2010"	"Male"	"M"	27	945611	2.9
"Total"	"70 years"	"70"	"2010"	"2010"			56	2043121	2.7
	"70 years"	"70"	"2011"	"2011"	"Female"	"F"	25	1144368	2.2
	"70 years"	"70"	"2011"	"2011"	"Male"	"M"	30	985133	3.0
"Total"	"70 years"	"70"	"2011"	"2011"			55	2129501	2.6
	"70 years"	"70"	"2012"	"2012"	"Female"	"F"	30	1219998	2.5
	"70 years"	"70"	"2012"	"2012"	"Male"	"M"	38	1059582	3.6
"Total"	"70 years"	"70"	"2012"	"2012"			68	2279580	3.0
	"70 years"	"70"	"2013"	"2013"	"Female"	"F"	28	1371215	2.0
	"70 years"	"70"	"2013"	"2013"	"Male"	"M"	52	1198287	4.3
"Total"	"70 years"	"70"	"2013"	"2013"			80	2569502	3.1
	"70 years"	"70"	"2014"	"2014"	"Female"	"F"	41	1317238	3.1
	"70 years"	"70"	"2014"	"2014"	"Male"	"M"	57	1149247	5.0
"Total"	"70 years"	"70"	"2014"	"2014"			98	2466485	4.0
	"70 years"	"70"	"2015"	"2015"	"Female"	"F"	34	1329818	2.6
	"70 years"	"70"	"2015"	"2015"	"Male"	"M"	57	1162672	4.9
"Total"	"70 years"	"70"	"2015"	"2015"			91	2492490	3.7
