"REF_DATE","GEO","DGUID","Age group","Sex","Cause of death (ICD-10)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","1","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Males","Essential (primary) hypertension [I10]","Number","223","units","0","v20997180","1.2.2.3548","0","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart disease [I11]","Number","223","units","0","v20997181","1.2.2.3549","0","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Males","Hypertensive renal disease [I12]","Number","223","units","0","v20997184","1.2.2.3552","0","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Males","Hypertensive heart and renal disease [I13]","Number","223","units","0","v20997187","1.2.2.3555","0","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","1","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","1","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","1","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","1","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Males","Ischaemic heart diseases [I20-I25]","Number","223","units","0","v20997192","1.2.2.3560","0","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","1","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","3","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","0","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","0","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","0","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","0","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","0","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","1","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","4","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","4","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","0","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","3","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","1","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","1","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","0","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","0","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","2","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","0","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","1","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Males","Pulmonary heart disease and diseases of pulmonary circulation [I26-I28]","Number","223","units","0","v20997221","1.2.2.3592","0","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","7","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","7","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","9","","","","0"
"2003","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","12","","","","0"
"2004","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","11","","","","0"
"2005","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","4","","","","0"
"2006","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","8","","","","0"
"2007","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","6","","","","0"
"2008","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","10","","","","0"
"2009","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","8","","","","0"
"2010","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","6","","","","0"
"2011","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","8","","","","0"
"2012","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","5","","","","0"
"2013","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","4","","","","0"
"2014","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","4","","","","0"
"2015","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","6","","","","0"
"2016","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","9","","","","0"
"2017","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","7","","","","0"
"2018","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","8","","","","0"
"2019","Canada","2016A000011124","Under 1 year","Males","Other forms of heart disease [I30-I51]","Number","223","units","0","v20997231","1.2.2.3606","4","","","","0"
"2000","Canada","2016A000011124","Under 1 year","Females","Acute rheumatic fever [I00-I02]","Number","223","units","0","v20997449","1.2.3.3504","0","","","","0"
"2001","Canada","2016A000011124","Under 1 year","Females","Acute rheumatic fever [I00-I02]","Number","223","units","0","v20997449","1.2.3.3504","0","","","","0"
"2002","Canada","2016A000011124","Under 1 year","Females","Acute rheumatic fever [I00-I02]","Number","223","units","0","v20997449","1.2.3.3504","0","","","","0"
