"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Georgia"	"13"	"2016"	"2016"	1307	10310371	12.7	12.5
	"Georgia"	"13"	"2017"	"2017"	1468	10429379	14.1	14.1
	"Georgia"	"13"	"2018"	"2018"	1322	10519475	12.6	12.5
	"Georgia"	"13"	"2019"	"2019"	1330	10617423	12.5	12.4
	"Georgia"	"13"	"2020 "	"2020"	1902	10710017	17.8	17.9
	"Hawaii"	"15"	"2010"	"2010"	101	1360301	7.4	7.4
	"Hawaii"	"15"	"2011"	"2011"	115	1374810	8.4	8.1
	"Hawaii"	"15"	"2012"	"2012"	100	1392313	7.2	7.1
	"Hawaii"	"15"	"2013"	"2013"	127	1404054	9.0	8.8
	"Hawaii"	"15"	"2014"	"2014"	131	1419561	9.2	9.2
	"Hawaii"	"15"	"2015"	"2015"	145	1431603	10.1	9.8
	"Hawaii"	"15"	"2016"	"2016"	184	1428557	12.9	12.2
	"Hawaii"	"15"	"2017"	"2017"	175	1427538	12.3	12.1
	"Hawaii"	"15"	"2018"	"2018"	218	1420491	15.3	14.5
	"Hawaii"	"15"	"2019"	"2019"	229	1415872	16.2	15.1
	"Hawaii"	"15"	"2020 "	"2020"	283	1407006	20.1	19.2
	"Idaho"	"16"	"2010"	"2010"	119	1567582	7.6	7.8
	"Idaho"	"16"	"2011"	"2011"	121	1584985	7.6	8.0
	"Idaho"	"16"	"2012"	"2012"	118	1595728	7.4	7.7
	"Idaho"	"16"	"2013"	"2013"	152	1612136	9.4	9.9
	"Idaho"	"16"	"2014"	"2014"	151	1634464	9.2	9.7
	"Idaho"	"16"	"2015"	"2015"	154	1654930	9.3	10.1
	"Idaho"	"16"	"2016"	"2016"	191	1683140	11.3	11.9
	"Idaho"	"16"	"2017"	"2017"	199	1716943	11.6	12.2
	"Idaho"	"16"	"2018"	"2018"	218	1754208	12.4	12.7
	"Idaho"	"16"	"2019"	"2019"	234	1787065	13.1	13.5
	"Idaho"	"16"	"2020 "	"2020"	247	1826913	13.5	13.7
	"Illinois"	"17"	"2010"	"2010"	1137	12830632	8.9	8.9
	"Illinois"	"17"	"2011"	"2011"	1246	12869257	9.7	9.7
	"Illinois"	"17"	"2012"	"2012"	1438	12875255	11.2	11.1
	"Illinois"	"17"	"2013"	"2013"	1342	12882135	10.4	10.3
	"Illinois"	"17"	"2014"	"2014"	1468	12880580	11.4	11.4
	"Illinois"	"17"	"2015"	"2015"	1631	12859995	12.7	12.6
	"Illinois"	"17"	"2016"	"2016"	2203	12801539	17.2	17.3
	"Illinois"	"17"	"2017"	"2017"	2576	12802023	20.1	20.1
	"Illinois"	"17"	"2018"	"2018"	2524	12741080	19.8	19.7
	"Illinois"	"17"	"2019"	"2019"	2636	12671821	20.8	20.8
	"Illinois"	"17"	"2020 "	"2020"	3434	12587530	27.3	27.1
	"Indiana"	"18"	"2010"	"2010"	692	6483802	10.7	10.8
	"Indiana"	"18"	"2011"	"2011"	757	6516922	11.6	11.9
	"Indiana"	"18"	"2012"	"2012"	818	6537334	12.5	13.0
	"Indiana"	"18"	"2013"	"2013"	892	6570902	13.6	14.0
	"Indiana"	"18"	"2014"	"2014"	996	6596855	15.1	15.6
	"Indiana"	"18"	"2015"	"2015"	1118	6619680	16.9	17.6
	"Indiana"	"18"	"2016"	"2016"	1370	6633053	20.7	21.7
	"Indiana"	"18"	"2017"	"2017"	1728	6666818	25.9	27.5
	"Indiana"	"18"	"2018"	"2018"	1493	6691878	22.3	23.6
	"Indiana"	"18"	"2019"	"2019"	1561	6732219	23.2	24.5
	"Indiana"	"18"	"2020 "	"2020"	2134	6754953	31.6	33.8
	"Iowa"	"19"	"2010"	"2010"	176	3046355	5.8	6.0
	"Iowa"	"19"	"2011"	"2011"	179	3062309	5.8	6.2
	"Iowa"	"19"	"2012"	"2012"	194	3074186	6.3	6.6
	"Iowa"	"19"	"2013"	"2013"	225	3090416	7.3	7.7
	"Iowa"	"19"	"2014"	"2014"	212	3107126	6.8	7.2
	"Iowa"	"19"	"2015"	"2015"	260	3123899	8.3	8.6
	"Iowa"	"19"	"2016"	"2016"	267	3134693	8.5	8.9
	"Iowa"	"19"	"2017"	"2017"	280	3145711	8.9	9.5
	"Iowa"	"19"	"2018"	"2018"	237	3156145	7.5	8.0
	"Iowa"	"19"	"2019"	"2019"	300	3155070	9.5	9.8
	"Iowa"	"19"	"2020 "	"2020"	360	3163561	11.4	11.8
	"Kansas"	"20"	"2010"	"2010"	203	2853118	7.1	7.3
	"Kansas"	"20"	"2011"	"2011"	220	2871238	7.7	8.0
	"Kansas"	"20"	"2012"	"2012"	255	2885905	8.8	9.3
	"Kansas"	"20"	"2013"	"2013"	277	2893957	9.6	10.1
	"Kansas"	"20"	"2014"	"2014"	264	2904021	9.1	9.3
	"Kansas"	"20"	"2015"	"2015"	272	2911641	9.3	9.9
	"Kansas"	"20"	"2016"	"2016"	252	2907289	8.7	9.1
	"Kansas"	"20"	"2017"	"2017"	288	2913123	9.9	10.3
	"Kansas"	"20"	"2018"	"2018"	286	2911505	9.8	10.3
	"Kansas"	"20"	"2019"	"2019"	357	2913314	12.3	12.6
	"Kansas"	"20"	"2020 "	"2020"	450	2913805	15.4	15.9
	"Kentucky"	"21"	"2010"	"2010"	906	4339367	20.9	21.4
	"Kentucky"	"21"	"2011"	"2011"	975	4369356	22.3	23.1
	"Kentucky"	"21"	"2012"	"2012"	993	4380415	22.7	23.1
	"Kentucky"	"21"	"2013"	"2013"	911	4395295	20.7	21.2
	"Kentucky"	"21"	"2014"	"2014"	1026	4413457	23.2	23.8
	"Kentucky"	"21"	"2015"	"2015"	1196	4425092	27.0	28.2
	"Kentucky"	"21"	"2016"	"2016"	1405	4436974	31.7	33.4
	"Kentucky"	"21"	"2017"	"2017"	1546	4454189	34.7	36.9
	"Kentucky"	"21"	"2018"	"2018"	1338	4468402	29.9	31.5
	"Kentucky"	"21"	"2019"	"2019"	1389	4467673	31.1	32.9
	"Kentucky"	"21"	"2020 "	"2020"	2106	4477251	47.0	49.7
	"Louisiana"	"22"	"2010"	"2010"	504	4533372	11.1	11.2
	"Louisiana"	"22"	"2011"	"2011"	514	4574836	11.2	11.6
	"Louisiana"	"22"	"2012"	"2012"	478	4601893	10.4	10.5
	"Louisiana"	"22"	"2013"	"2013"	732	4625470	15.8	16.1
	"Louisiana"	"22"	"2014"	"2014"	692	4649676	14.9	15.0
	"Louisiana"	"22"	"2015"	"2015"	796	4670724	17.0	17.6
	"Louisiana"	"22"	"2016"	"2016"	933	4681666	19.9	20.5
	"Louisiana"	"22"	"2017"	"2017"	1005	4684333	21.5	22.2
	"Louisiana"	"22"	"2018"	"2018"	1054	4659978	22.6	23.4
	"Louisiana"	"22"	"2019"	"2019"	1179	4648794	25.4	26.3
	"Louisiana"	"22"	"2020 "	"2020"	1816	4645318	39.1	40.9
	"Maine"	"23"	"2010"	"2010"	110	1328361	8.3	8.4
	"Maine"	"23"	"2011"	"2011"	120	1328188	9.0	9.3
	"Maine"	"23"	"2012"	"2012"	117	1329192	8.8	9.3
	"Maine"	"23"	"2013"	"2013"	145	1328302	10.9	11.3
	"Maine"	"23"	"2014"	"2014"	194	1330089	14.6	15.5
	"Maine"	"23"	"2015"	"2015"	248	1329328	18.7	20.3
	"Maine"	"23"	"2016"	"2016"	320	1331479	24.0	26.5
	"Maine"	"23"	"2017"	"2017"	390	1335907	29.2	32.2
	"Maine"	"23"	"2018"	"2018"	327	1338404	24.4	26.9
	"Maine"	"23"	"2019"	"2019"	349	1344212	26.0	28.8
	"Maine"	"23"	"2020 "	"2020"	466	1350141	34.5	38.1
	"Maryland"	"24"	"2010"	"2010"	109	5773552	1.9	1.8
	"Maryland"	"24"	"2011"	"2011"	151	5828289	2.6	2.5
	"Maryland"	"24"	"2012"	"2012"	223	5884563	3.8	3.7
	"Maryland"	"24"	"2013"	"2013"	265	5928814	4.5	4.4
	"Maryland"	"24"	"2014"	"2014"	265	5976407	4.4	4.3
	"Maryland"	"24"	"2015"	"2015"	383	6006401	6.4	6.1
	"Maryland"	"24"	"2016"	"2016"	614	6016447	10.2	10.0
	"Maryland"	"24"	"2017"	"2017"	675	6052177	11.2	10.8
	"Maryland"	"24"	"2018"	"2018"	684	6042718	11.3	10.8
	"Maryland"	"24"	"2019"	"2019"	655	6045680	10.8	10.6
	"Maryland"	"24"	"2020 "	"2020"	1043	6055802	17.2	16.5
	"Massachusetts"	"25"	"2010"	"2010"	708	6547629	10.8	10.7
	"Massachusetts"	"25"	"2011"	"2011"	873	6587536	13.3	13.1
	"Massachusetts"	"25"	"2012"	"2012"	842	6646144	12.7	12.6
	"Massachusetts"	"25"	"2013"	"2013"	1055	6692824	15.8	15.7
	"Massachusetts"	"25"	"2014"	"2014"	1301	6745408	19.3	19.3
	"Massachusetts"	"25"	"2015"	"2015"	1730	6794422	25.5	25.9
	"Massachusetts"	"25"	"2016"	"2016"	2248	6811779	33.0	33.4
	"Massachusetts"	"25"	"2017"	"2017"	2208	6859819	32.2	32.4
	"Massachusetts"	"25"	"2018"	"2018"	2267	6902149	32.8	33.3
	"Massachusetts"	"25"	"2019"	"2019"	2186	6892503	31.7	31.9
	"Massachusetts"	"25"	"2020 "	"2020"	2317	6893574	33.6	34.2
	"Michigan"	"26"	"2010"	"2010"	1303	9883640	13.2	13.2
	"Michigan"	"26"	"2011"	"2011"	1319	9876187	13.4	13.7
	"Michigan"	"26"	"2012"	"2012"	1251	9883360	12.7	12.9
	"Michigan"	"26"	"2013"	"2013"	1455	9895622	14.7	15.0
	"Michigan"	"26"	"2014"	"2014"	1628	9909877	16.4	16.8
	"Michigan"	"26"	"2015"	"2015"	1891	9922576	19.1	19.7
	"Michigan"	"26"	"2016"	"2016"	2267	9928300	22.8	23.7
	"Michigan"	"26"	"2017"	"2017"	2525	9962311	25.3	26.2
	"Michigan"	"26"	"2018"	"2018"	2422	9995915	24.2	25.1
	"Michigan"	"26"	"2019"	"2019"	2122	9986857	21.2	21.9
	"Michigan"	"26"	"2020 "	"2020"	2501	9966555	25.1	26.1
	"Minnesota"	"27"	"2010"	"2010"	291	5303925	5.5	5.4
	"Minnesota"	"27"	"2011"	"2011"	401	5344861	7.5	7.4
	"Minnesota"	"27"	"2012"	"2012"	385	5379139	7.2	7.1
	"Minnesota"	"27"	"2013"	"2013"	419	5420380	7.7	7.7
	"Minnesota"	"27"	"2014"	"2014"	425	5457173	7.8	8.0
	"Minnesota"	"27"	"2015"	"2015"	476	5489594	8.7	8.7
	"Minnesota"	"27"	"2016"	"2016"	584	5519952	10.6	10.8
	"Minnesota"	"27"	"2017"	"2017"	648	5576606	11.6	11.9
	"Minnesota"	"27"	"2018"	"2018"	579	5611179	10.3	10.5
	"Minnesota"	"27"	"2019"	"2019"	663	5639632	11.8	12.0
	"Minnesota"	"27"	"2020 "	"2020"	984	5657342	17.4	17.9
	"Mississippi"	"28"	"2010"	"2010"	280	2967297	9.4	9.7
	"Mississippi"	"28"	"2011"	"2011"	269	2978512	9.0	9.6
	"Mississippi"	"28"	"2012"	"2012"	283	2984926	9.5	9.7
	"Mississippi"	"28"	"2013"	"2013"	283	2991207	9.5	9.7
	"Mississippi"	"28"	"2014"	"2014"	321	2994079	10.7	11.2
	"Mississippi"	"28"	"2015"	"2015"	320	2992333	10.7	11.4
	"Mississippi"	"28"	"2016"	"2016"	333	2988726	11.1	11.5
	"Mississippi"	"28"	"2017"	"2017"	337	2984100	11.3	11.6
	"Mississippi"	"28"	"2018"	"2018"	299	2986530	10.0	10.4
	"Mississippi"	"28"	"2019"	"2019"	394	2976149	13.2	13.8
	"Mississippi"	"28"	"2020 "	"2020"	573	2966786	19.3	20.6
	"Missouri"	"29"	"2010"	"2010"	845	5988927	14.1	14.4
	"Missouri"	"29"	"2011"	"2011"	817	6010688	13.6	14.0
	"Missouri"	"29"	"2012"	"2012"	789	6021988	13.1	13.6
	"Missouri"	"29"	"2013"	"2013"	864	6044171	14.3	14.8
	"Missouri"	"29"	"2014"	"2014"	932	6063589	15.4	16.0
	"Missouri"	"29"	"2015"	"2015"	923	6083672	15.2	15.6
	"Missouri"	"29"	"2016"	"2016"	1223	6093000	20.1	21.2
	"Missouri"	"29"	"2017"	"2017"	1269	6113532	20.8	21.8
	"Missouri"	"29"	"2018"	"2018"	1506	6126452	24.6	25.9
	"Missouri"	"29"	"2019"	"2019"	1504	6137428	24.5	25.6
	"Missouri"	"29"	"2020 "	"2020"	1822	6151548	29.6	31.2
	"Montana"	"30"	"2010"	"2010"	65	989415	6.6	7.1
	"Montana"	"30"	"2011"	"2011"	94	998199	9.4	9.9
	"Montana"	"30"	"2012"	"2012"	85	1005141	8.5	8.9
	"Montana"	"30"	"2013"	"2013"	89	1015165	8.8	9.3
	"Montana"	"30"	"2014"	"2014"	79	1023579	7.7	8.0
	"Montana"	"30"	"2015"	"2015"	93	1032949	9.0	9.4
	"Montana"	"30"	"2016"	"2016"	100	1042520	9.6	9.9
	"Montana"	"30"	"2017"	"2017"	104	1050493	9.9	10.1
	"Montana"	"30"	"2018"	"2018"	101	1062305	9.5	10.0
	"Montana"	"30"	"2019"	"2019"	118	1068778	11.0	12.0
	"Montana"	"30"	"2020 "	"2020"	143	1080577	13.2	14.0
	"Nebraska"	"31"	"2010"	"2010"	86	1826341	4.7	5.0
	"Nebraska"	"31"	"2011"	"2011"	102	1842641	5.5	5.6
	"Nebraska"	"31"	"2012"	"2012"	121	1855525	6.5	6.6
	"Nebraska"	"31"	"2013"	"2013"	104	1868516	5.6	5.7
	"Nebraska"	"31"	"2014"	"2014"	103	1881503	5.5	5.9
	"Nebraska"	"31"	"2015"	"2015"	116	1896190	6.1	6.5
	"Nebraska"	"31"	"2016"	"2016"	106	1907116	5.6	5.7
	"Nebraska"	"31"	"2017"	"2017"	129	1920076	6.7	6.8
	"Nebraska"	"31"	"2018"	"2018"	138	1929268	7.2	7.4
	"Nebraska"	"31"	"2019"	"2019"	130	1934408	6.7	7.0
	"Nebraska"	"31"	"2020 "	"2020"	189	1937552	9.8	9.9
	"Nevada"	"32"	"2010"	"2010"	475	2700551	17.6	17.2
	"Nevada"	"32"	"2011"	"2011"	526	2723322	19.3	18.9
	"Nevada"	"32"	"2012"	"2012"	489	2758931	17.7	17.1
	"Nevada"	"32"	"2013"	"2013"	500	2790136	17.9	17.3
	"Nevada"	"32"	"2014"	"2014"	457	2839099	16.1	15.4
	"Nevada"	"32"	"2015"	"2015"	529	2890845	18.3	17.4
	"Nevada"	"32"	"2016"	"2016"	548	2940058	18.6	18.0
	"Nevada"	"32"	"2017"	"2017"	572	2998039	19.1	18.2
	"Nevada"	"32"	"2018"	"2018"	603	3034392	19.9	18.7
	"Nevada"	"32"	"2019"	"2019"	583	3080156	18.9	18.1
	"Nevada"	"32"	"2020 "	"2020"	783	3138259	25.0	24.5
	"New Hampshire"	"33"	"2010"	"2010"	113	1316470	8.6	8.6
	"New Hampshire"	"33"	"2011"	"2011"	155	1318194	11.8	11.7
	"New Hampshire"	"33"	"2012"	"2012"	139	1320718	10.5	11.1
	"New Hampshire"	"33"	"2013"	"2013"	177	1323459	13.4	13.4
	"New Hampshire"	"33"	"2014"	"2014"	292	1326813	22.0	23.5
	"New Hampshire"	"33"	"2015"	"2015"	380	1330608	28.6	31.6
	"New Hampshire"	"33"	"2016"	"2016"	448	1334795	33.6	36.9
	"New Hampshire"	"33"	"2017"	"2017"	435	1342795	32.4	34.8
	"New Hampshire"	"33"	"2018"	"2018"	436	1356458	32.1	35.2
	"New Hampshire"	"33"	"2019"	"2019"	385	1359711	28.3	30.6
	"New Hampshire"	"33"	"2020 "	"2020"	364	1366275	26.6	28.6
	"New Jersey"	"34"	"2010"	"2010"	760	8791894	8.6	8.6
	"New Jersey"	"34"	"2011"	"2011"	895	8821155	10.1	10.1
	"New Jersey"	"34"	"2012"	"2012"	1099	8864590	12.4	12.4
	"New Jersey"	"34"	"2013"	"2013"	1194	8899339	13.4	13.4
	"New Jersey"	"34"	"2014"	"2014"	1145	8938175	12.8	12.9
	"New Jersey"	"34"	"2015"	"2015"	1367	8958013	15.3	15.5
	"New Jersey"	"34"	"2016"	"2016"	1978	8944469	22.1	22.4
	"New Jersey"	"34"	"2017"	"2017"	2588	9005644	28.7	29.1
	"New Jersey"	"34"	"2018"	"2018"	2828	8908520	31.7	32.4
	"New Jersey"	"34"	"2019"	"2019"	2733	8882190	30.8	31.0
	"New Jersey"	"34"	"2020 "	"2020"	2807	8882371	31.6	31.7
	"New Mexico"	"35"	"2010"	"2010"	385	2059179	18.7	19.4
	"New Mexico"	"35"	"2011"	"2011"	454	2082224	21.8	22.7
	"New Mexico"	"35"	"2012"	"2012"	423	2085538	20.3	21.4
	"New Mexico"	"35"	"2013"	"2013"	380	2085287	18.2	19.1
	"New Mexico"	"35"	"2014"	"2014"	498	2085572	23.9	25.0
	"New Mexico"	"35"	"2015"	"2015"	432	2085109	20.7	21.9
	"New Mexico"	"35"	"2016"	"2016"	452	2081015	21.7	22.8
	"New Mexico"	"35"	"2017"	"2017"	450	2088070	21.6	22.9
	"New Mexico"	"35"	"2018"	"2018"	479	2095428	22.9	24.3
	"New Mexico"	"35"	"2019"	"2019"	579	2096829	27.6	29.4
	"New Mexico"	"35"	"2020 "	"2020"	780	2106319	37.0	38.9
	"New York"	"36"	"2010"	"2010"	1383	19378102	7.1	6.9
	"New York"	"36"	"2011"	"2011"	1734	19465197	8.9	8.6
	"New York"	"36"	"2012"	"2012"	1876	19570261	9.6	9.3
	"New York"	"36"	"2013"	"2013"	2032	19651127	10.3	10.0
	"New York"	"36"	"2014"	"2014"	2135	19746227	10.8	10.5
	"New York"	"36"	"2015"	"2015"	2572	19795791	13.0	12.7
	"New York"	"36"	"2016"	"2016"	3454	19745289	17.5	17.1
	"New York"	"36"	"2017"	"2017"	3692	19849399	18.6	18.3
	"New York"	"36"	"2018"	"2018"	3484	19542209	17.8	17.4
	"New York"	"36"	"2019"	"2019"	3388	19453561	17.4	17.1
	"New York"	"36"	"2020 "	"2020"	4677	19336776	24.2	23.9
	"North Carolina"	"37"	"2010"	"2010"	905	9535483	9.5	9.5
	"North Carolina"	"37"	"2011"	"2011"	1109	9656401	11.5	11.5
	"North Carolina"	"37"	"2012"	"2012"	1093	9752073	11.2	11.3
	"North Carolina"	"37"	"2013"	"2013"	1072	9848060	10.9	11.0
	"North Carolina"	"37"	"2014"	"2014"	1163	9943964	11.7	11.9
	"North Carolina"	"37"	"2015"	"2015"	1388	10042802	13.8	14.1
	"North Carolina"	"37"	"2016"	"2016"	1790	10146788	17.6	18.2
	"North Carolina"	"37"	"2017"	"2017"	2252	10273419	21.9	22.6
	"North Carolina"	"37"	"2018"	"2018"	2114	10383620	20.4	21.1
	"North Carolina"	"37"	"2019"	"2019"	2181	10488084	20.8	21.5
	"North Carolina"	"37"	"2020 "	"2020"	3075	10600823	29.0	30.2
	"North Dakota"	"38"	"2010"	"2010"	19	672591	Unreliable	Unreliable
	"North Dakota"	"38"	"2011"	"2011"	13	683932	Unreliable	Unreliable
	"North Dakota"	"38"	"2012"	"2012"	18	699628	Unreliable	Unreliable
	"North Dakota"	"38"	"2013"	"2013"	19	723393	Unreliable	Unreliable
	"North Dakota"	"38"	"2014"	"2014"	36	739482	4.9	5.4
