"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	31	3279048	0.9	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	153	3279048	4.7	4.8
	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	17	3279048	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	10	3279048	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	81	3279048	2.5	2.5
	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-harm by handgun discharge"	"X72"	40	3279048	1.2	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	40	3279048	1.2	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	241	3279048	7.3	6.9
	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-harm by unspecified means"	"X84"	11	3279048	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	10	3279048	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	25	3279048	0.8	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	64	3314160	1.9	2.0
	"Alabama"	"01"	"White"	"2106-3"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	207	3314160	6.2	6.4
	"Alabama"	"01"	"White"	"2106-3"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	30	3314160	0.9	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2006"	"2006"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	84	3314160	2.5	2.6
	"Alabama"	"01"	"White"	"2106-3"	"2006"	"2006"	"Intentional self-harm by handgun discharge"	"X72"	32	3314160	1.0	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2006"	"2006"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	38	3314160	1.1	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2006"	"2006"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	283	3314160	8.5	8.0
	"Alabama"	"01"	"White"	"2106-3"	"2006"	"2006"	"Intentional self-harm by unspecified means"	"X84"	13	3314160	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2006"	"2006"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	32	3314160	1.0	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	12	3340633	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11	3340633	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	96	3340633	2.9	3.0
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	257	3340633	7.7	7.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to alcohol"	"X45"	12	3340633	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	35	3340633	1.0	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	11	3340633	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	91	3340633	2.7	2.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Intentional self-harm by handgun discharge"	"X72"	52	3340633	1.6	1.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	34	3340633	1.0	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	275	3340633	8.2	7.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Intentional self-harm by unspecified means"	"X84"	10	3340633	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	28	3340633	0.8	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	15	3366536	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	107	3366536	3.2	3.4
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	322	3366536	9.6	9.6
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to alcohol"	"X45"	16	3366536	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	35	3366536	1.0	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	10	3366536	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	74	3366536	2.2	2.3
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Intentional self-harm by handgun discharge"	"X72"	42	3366536	1.2	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	36	3366536	1.1	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	296	3366536	8.8	8.3
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Intentional self-harm by unspecified means"	"X84"	12	3366536	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	16	3366536	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	52	3366536	1.5	1.5
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Other and unspecified firearm discharge, undetermined intent"	"Y24"	10	3366536	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	3389202	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	124	3389202	3.7	3.9
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	357	3389202	10.5	10.9
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	39	3389202	1.2	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	87	3389202	2.6	2.7
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Intentional self-harm by handgun discharge"	"X72"	53	3389202	1.6	1.5
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	42	3389202	1.2	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	340	3389202	10.0	9.3
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Intentional self-harm by unspecified means"	"X84"	11	3389202	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	24	3389202	0.7	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	3399975	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	97	3399975	2.9	3.0
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	318	3399975	9.4	9.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Accidental poisoning by and exposure to alcohol"	"X45"	15	3399975	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	44	3399975	1.3	1.3
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	15	3399975	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	99	3399975	2.9	3.0
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Intentional self-harm by handgun discharge"	"X72"	25	3399975	0.7	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	26	3399975	0.8	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	360	3399975	10.6	10.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Intentional self-harm by unspecified means"	"X84"	17	3399975	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	19	3399975	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	102	3406474	3.0	3.1
	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	341	3406474	10.0	10.4
	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	"Accidental poisoning by and exposure to alcohol"	"X45"	21	3406474	0.6	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	27	3406474	0.8	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	13	3406474	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	98	3406474	2.9	3.0
	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	"Intentional self-harm by handgun discharge"	"X72"	32	3406474	0.9	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	35	3406474	1.0	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	337	3406474	9.9	9.1
	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	"Intentional self-harm by unspecified means"	"X84"	15	3406474	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	22	3406474	0.6	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	"Other and unspecified firearm discharge, undetermined intent"	"Y24"	12	3406474	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	3413571	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	98	3413571	2.9	3.1
	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	328	3413571	9.6	10.0
	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	"Accidental poisoning by and exposure to alcohol"	"X45"	13	3413571	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	42	3413571	1.2	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	11	3413571	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	111	3413571	3.3	3.4
	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"	39	3413571	1.1	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	32	3413571	0.9	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	372	3413571	10.9	10.2
	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	18	3413571	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	3417357	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	97	3417357	2.8	3.0
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	352	3417357	10.3	10.8
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Accidental poisoning by and exposure to alcohol"	"X45"	13	3417357	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	32	3417357	0.9	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	109	3417357	3.2	3.3
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Intentional self-harm by handgun discharge"	"X72"	33	3417357	1.0	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	29	3417357	0.8	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	405	3417357	11.9	10.8
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Intentional self-harm by sharp object"	"X78"	16	3417357	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	25	3417357	0.7	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	3419940	Unreliable	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	156	3419940	4.6	4.7
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	401	3419940	11.7	12.1
	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	"Accidental poisoning by and exposure to alcohol"	"X45"	17	3419940	Unreliable	Unreliable
