"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Florida"	"12"	"2015"	"2015"	3855	20271272	19.0	14.8
	"Florida"	"12"	"2016"	"2016"	4062	20612439	19.7	15.2
	"Florida"	"12"	"2017"	"2017"	3949	20984400	18.8	14.5
	"Florida"	"12"	"2018"	"2018"	4274	21299325	20.1	15.4
	"Florida"	"12"	"2019"	"2019"	4102	21477737	19.1	14.6
	"Florida"	"12"	"2020 "	"2020"	4911	21733312	22.6	17.4
	"Georgia"	"13"	"2010"	"2010"	1034	9687653	10.7	10.4
	"Georgia"	"13"	"2011"	"2011"	1034	9815210	10.5	10.2
	"Georgia"	"13"	"2012"	"2012"	1157	9919945	11.7	11.0
	"Georgia"	"13"	"2013"	"2013"	1184	9992167	11.8	11.2
	"Georgia"	"13"	"2014"	"2014"	1242	10097343	12.3	11.3
	"Georgia"	"13"	"2015"	"2015"	1304	10214860	12.8	11.6
	"Georgia"	"13"	"2016"	"2016"	1344	10310371	13.0	11.9
	"Georgia"	"13"	"2017"	"2017"	1482	10429379	14.2	12.7
	"Georgia"	"13"	"2018"	"2018"	1557	10519475	14.8	13.1
	"Georgia"	"13"	"2019"	"2019"	1587	10617423	14.9	13.1
	"Georgia"	"13"	"2020 "	"2020"	1925	10710017	18.0	15.9
	"Hawaii"	"15"	"2010"	"2010"	125	1360301	9.2	7.9
	"Hawaii"	"15"	"2011"	"2011"	148	1374810	10.8	9.0
	"Hawaii"	"15"	"2012"	"2012"	162	1392313	11.6	9.9
	"Hawaii"	"15"	"2013"	"2013"	127	1404054	9.0	7.9
	"Hawaii"	"15"	"2014"	"2014"	143	1419561	10.1	8.8
	"Hawaii"	"15"	"2015"	"2015"	168	1431603	11.7	10.1
	"Hawaii"	"15"	"2016"	"2016"	165	1428557	11.6	9.4
	"Hawaii"	"15"	"2017"	"2017"	172	1427538	12.0	9.9
	"Hawaii"	"15"	"2018"	"2018"	152	1420491	10.7	8.8
	"Hawaii"	"15"	"2019"	"2019"	164	1415872	11.6	9.5
	"Hawaii"	"15"	"2020 "	"2020"	213	1407006	15.1	12.3
	"Idaho"	"16"	"2010"	"2010"	194	1567582	12.4	12.0
	"Idaho"	"16"	"2011"	"2011"	219	1584985	13.8	13.4
	"Idaho"	"16"	"2012"	"2012"	257	1595728	16.1	15.2
	"Idaho"	"16"	"2013"	"2013"	261	1612136	16.2	14.6
	"Idaho"	"16"	"2014"	"2014"	261	1634464	16.0	14.7
	"Idaho"	"16"	"2015"	"2015"	280	1654930	16.9	15.5
	"Idaho"	"16"	"2016"	"2016"	253	1683140	15.0	13.1
	"Idaho"	"16"	"2017"	"2017"	269	1716943	15.7	14.0
	"Idaho"	"16"	"2018"	"2018"	324	1754208	18.5	16.4
	"Idaho"	"16"	"2019"	"2019"	344	1787065	19.2	16.7
	"Idaho"	"16"	"2020 "	"2020"	432	1826913	23.6	20.9
	"Illinois"	"17"	"2010"	"2010"	1372	12830632	10.7	10.0
	"Illinois"	"17"	"2011"	"2011"	1426	12869257	11.1	10.3
	"Illinois"	"17"	"2012"	"2012"	1482	12875255	11.5	10.5
	"Illinois"	"17"	"2013"	"2013"	1586	12882135	12.3	11.1
	"Illinois"	"17"	"2014"	"2014"	1642	12880580	12.7	11.4
	"Illinois"	"17"	"2015"	"2015"	1659	12859995	12.9	11.3
	"Illinois"	"17"	"2016"	"2016"	1800	12801539	14.1	12.4
	"Illinois"	"17"	"2017"	"2017"	1859	12802023	14.5	12.6
	"Illinois"	"17"	"2018"	"2018"	1900	12741080	14.9	12.7
	"Illinois"	"17"	"2019"	"2019"	1911	12671821	15.1	12.8
	"Illinois"	"17"	"2020 "	"2020"	2316	12587530	18.4	16.0
	"Indiana"	"18"	"2010"	"2010"	797	6483802	12.3	11.3
	"Indiana"	"18"	"2011"	"2011"	858	6516922	13.2	11.8
	"Indiana"	"18"	"2012"	"2012"	923	6537334	14.1	12.8
	"Indiana"	"18"	"2013"	"2013"	961	6570902	14.6	13.0
	"Indiana"	"18"	"2014"	"2014"	1026	6596855	15.6	13.8
	"Indiana"	"18"	"2015"	"2015"	1117	6619680	16.9	15.0
	"Indiana"	"18"	"2016"	"2016"	1138	6633053	17.2	14.8
	"Indiana"	"18"	"2017"	"2017"	1158	6666818	17.4	15.0
	"Indiana"	"18"	"2018"	"2018"	1266	6691878	18.9	16.5
	"Indiana"	"18"	"2019"	"2019"	1235	6732219	18.3	15.9
	"Indiana"	"18"	"2020 "	"2020"	1533	6754953	22.7	20.0
	"Iowa"	"19"	"2010"	"2010"	345	3046355	11.3	9.9
	"Iowa"	"19"	"2011"	"2011"	334	3062309	10.9	9.7
	"Iowa"	"19"	"2012"	"2012"	382	3074186	12.4	10.9
	"Iowa"	"19"	"2013"	"2013"	426	3090416	13.8	11.9
	"Iowa"	"19"	"2014"	"2014"	457	3107126	14.7	12.7
	"Iowa"	"19"	"2015"	"2015"	448	3123899	14.3	12.5
	"Iowa"	"19"	"2016"	"2016"	472	3134693	15.1	13.2
	"Iowa"	"19"	"2017"	"2017"	508	3145711	16.1	14.2
	"Iowa"	"19"	"2018"	"2018"	482	3156145	15.3	13.1
	"Iowa"	"19"	"2019"	"2019"	508	3155070	16.1	14.0
	"Iowa"	"19"	"2020 "	"2020"	651	3163561	20.6	18.3
	"Kansas"	"20"	"2010"	"2010"	316	2853118	11.1	10.2
	"Kansas"	"20"	"2011"	"2011"	355	2871238	12.4	11.7
	"Kansas"	"20"	"2012"	"2012"	335	2885905	11.6	10.6
	"Kansas"	"20"	"2013"	"2013"	329	2893957	11.4	10.5
	"Kansas"	"20"	"2014"	"2014"	390	2904021	13.4	12.2
	"Kansas"	"20"	"2015"	"2015"	413	2911641	14.2	12.9
	"Kansas"	"20"	"2016"	"2016"	414	2907289	14.2	12.9
	"Kansas"	"20"	"2017"	"2017"	433	2913123	14.9	13.2
	"Kansas"	"20"	"2018"	"2018"	475	2911505	16.3	14.3
	"Kansas"	"20"	"2019"	"2019"	471	2913314	16.2	14.5
	"Kansas"	"20"	"2020 "	"2020"	640	2913805	22.0	20.2
	"Kentucky"	"21"	"2010"	"2010"	595	4339367	13.7	12.2
	"Kentucky"	"21"	"2011"	"2011"	602	4369356	13.8	12.2
	"Kentucky"	"21"	"2012"	"2012"	676	4380415	15.4	13.6
	"Kentucky"	"21"	"2013"	"2013"	696	4395295	15.8	13.5
	"Kentucky"	"21"	"2014"	"2014"	762	4413457	17.3	14.8
	"Kentucky"	"21"	"2015"	"2015"	839	4425092	19.0	16.2
	"Kentucky"	"21"	"2016"	"2016"	854	4436974	19.2	16.1
	"Kentucky"	"21"	"2017"	"2017"	871	4454189	19.6	16.7
	"Kentucky"	"21"	"2018"	"2018"	902	4468402	20.2	17.0
	"Kentucky"	"21"	"2019"	"2019"	949	4467673	21.2	17.8
	"Kentucky"	"21"	"2020 "	"2020"	1172	4477251	26.2	22.5
	"Louisiana"	"22"	"2010"	"2010"	474	4533372	10.5	9.7
	"Louisiana"	"22"	"2011"	"2011"	455	4574836	9.9	9.3
	"Louisiana"	"22"	"2012"	"2012"	498	4601893	10.8	10.0
	"Louisiana"	"22"	"2013"	"2013"	600	4625470	13.0	11.6
	"Louisiana"	"22"	"2014"	"2014"	616	4649676	13.2	11.9
	"Louisiana"	"22"	"2015"	"2015"	676	4670724	14.5	13.0
	"Louisiana"	"22"	"2016"	"2016"	616	4681666	13.2	11.6
	"Louisiana"	"22"	"2017"	"2017"	670	4684333	14.3	12.5
	"Louisiana"	"22"	"2018"	"2018"	615	4659978	13.2	11.5
	"Louisiana"	"22"	"2019"	"2019"	638	4648794	13.7	11.7
	"Louisiana"	"22"	"2020 "	"2020"	734	4645318	15.8	13.7
	"Maine"	"23"	"2010"	"2010"	195	1328361	14.7	11.3
	"Maine"	"23"	"2011"	"2011"	208	1328188	15.7	12.1
	"Maine"	"23"	"2012"	"2012"	204	1329192	15.3	11.5
	"Maine"	"23"	"2013"	"2013"	217	1328302	16.3	12.4
	"Maine"	"23"	"2014"	"2014"	220	1330089	16.5	12.6
	"Maine"	"23"	"2015"	"2015"	279	1329328	21.0	16.1
	"Maine"	"23"	"2016"	"2016"	265	1331479	19.9	15.6
	"Maine"	"23"	"2017"	"2017"	277	1335907	20.7	15.4
	"Maine"	"23"	"2018"	"2018"	291	1338404	21.7	16.1
	"Maine"	"23"	"2019"	"2019"	278	1344212	20.7	14.6
	"Maine"	"23"	"2020 "	"2020"	358	1350141	26.5	20.5
	"Maryland"	"24"	"2010"	"2010"	573	5773552	9.9	8.9
	"Maryland"	"24"	"2011"	"2011"	588	5828289	10.1	9.0
	"Maryland"	"24"	"2012"	"2012"	550	5884563	9.3	8.2
	"Maryland"	"24"	"2013"	"2013"	585	5928814	9.9	8.8
	"Maryland"	"24"	"2014"	"2014"	609	5976407	10.2	8.8
	"Maryland"	"24"	"2015"	"2015"	597	6006401	9.9	8.6
	"Maryland"	"24"	"2016"	"2016"	610	6016447	10.1	8.9
	"Maryland"	"24"	"2017"	"2017"	660	6052177	10.9	9.2
	"Maryland"	"24"	"2018"	"2018"	661	6042718	10.9	9.2
	"Maryland"	"24"	"2019"	"2019"	741	6045680	12.3	10.4
	"Maryland"	"24"	"2020 "	"2020"	921	6055802	15.2	12.9
	"Massachusetts"	"25"	"2010"	"2010"	831	6547629	12.7	11.1
	"Massachusetts"	"25"	"2011"	"2011"	838	6587536	12.7	11.1
	"Massachusetts"	"25"	"2012"	"2012"	883	6646144	13.3	11.4
	"Massachusetts"	"25"	"2013"	"2013"	847	6692824	12.7	10.7
	"Massachusetts"	"25"	"2014"	"2014"	970	6745408	14.4	12.2
	"Massachusetts"	"25"	"2015"	"2015"	944	6794422	13.9	11.7
	"Massachusetts"	"25"	"2016"	"2016"	1028	6811779	15.1	12.8
	"Massachusetts"	"25"	"2017"	"2017"	1070	6859819	15.6	13.0
	"Massachusetts"	"25"	"2018"	"2018"	1145	6902149	16.6	13.8
	"Massachusetts"	"25"	"2019"	"2019"	1106	6892503	16.0	13.4
	"Massachusetts"	"25"	"2020 "	"2020"	1421	6893574	20.6	17.5
	"Michigan"	"26"	"2010"	"2010"	1449	9883640	14.7	12.8
	"Michigan"	"26"	"2011"	"2011"	1492	9876187	15.1	13.0
	"Michigan"	"26"	"2012"	"2012"	1413	9883360	14.3	12.1
	"Michigan"	"26"	"2013"	"2013"	1444	9895622	14.6	12.4
	"Michigan"	"26"	"2014"	"2014"	1484	9909877	15.0	12.6
	"Michigan"	"26"	"2015"	"2015"	1606	9922576	16.2	13.7
	"Michigan"	"26"	"2016"	"2016"	1588	9928300	16.0	13.2
	"Michigan"	"26"	"2017"	"2017"	1670	9962311	16.8	13.9
	"Michigan"	"26"	"2018"	"2018"	1710	9995915	17.1	14.2
	"Michigan"	"26"	"2019"	"2019"	1876	9986857	18.8	15.5
	"Michigan"	"26"	"2020 "	"2020"	2301	9966555	23.1	19.6
	"Minnesota"	"27"	"2010"	"2010"	589	5303925	11.1	10.0
	"Minnesota"	"27"	"2011"	"2011"	634	5344861	11.9	10.7
	"Minnesota"	"27"	"2012"	"2012"	693	5379139	12.9	11.6
	"Minnesota"	"27"	"2013"	"2013"	724	5420380	13.4	11.7
	"Minnesota"	"27"	"2014"	"2014"	727	5457173	13.3	11.5
	"Minnesota"	"27"	"2015"	"2015"	773	5489594	14.1	12.2
	"Minnesota"	"27"	"2016"	"2016"	828	5519952	15.0	12.9
	"Minnesota"	"27"	"2017"	"2017"	819	5576606	14.7	12.6
	"Minnesota"	"27"	"2018"	"2018"	941	5611179	16.8	14.3
	"Minnesota"	"27"	"2019"	"2019"	1000	5639632	17.7	15.4
	"Minnesota"	"27"	"2020 "	"2020"	1283	5657342	22.7	19.7
	"Mississippi"	"28"	"2010"	"2010"	354	2967297	11.9	11.1
	"Mississippi"	"28"	"2011"	"2011"	402	2978512	13.5	12.6
	"Mississippi"	"28"	"2012"	"2012"	374	2984926	12.5	11.5
	"Mississippi"	"28"	"2013"	"2013"	393	2991207	13.1	11.8
	"Mississippi"	"28"	"2014"	"2014"	433	2994079	14.5	12.8
	"Mississippi"	"28"	"2015"	"2015"	446	2992333	14.9	13.0
	"Mississippi"	"28"	"2016"	"2016"	443	2988726	14.8	12.9
	"Mississippi"	"28"	"2017"	"2017"	518	2984100	17.4	15.0
	"Mississippi"	"28"	"2018"	"2018"	512	2986530	17.1	14.2
	"Mississippi"	"28"	"2019"	"2019"	538	2976149	18.1	15.4
	"Mississippi"	"28"	"2020 "	"2020"	649	2966786	21.9	18.6
	"Missouri"	"29"	"2010"	"2010"	686	5988927	11.5	10.3
	"Missouri"	"29"	"2011"	"2011"	664	6010688	11.0	9.7
	"Missouri"	"29"	"2012"	"2012"	759	6021988	12.6	11.1
	"Missouri"	"29"	"2013"	"2013"	768	6044171	12.7	11.0
	"Missouri"	"29"	"2014"	"2014"	812	6063589	13.4	11.6
	"Missouri"	"29"	"2015"	"2015"	890	6083672	14.6	12.6
	"Missouri"	"29"	"2016"	"2016"	905	6093000	14.9	12.6
	"Missouri"	"29"	"2017"	"2017"	929	6113532	15.2	12.8
	"Missouri"	"29"	"2018"	"2018"	996	6126452	16.3	13.6
	"Missouri"	"29"	"2019"	"2019"	984	6137428	16.0	13.6
	"Missouri"	"29"	"2020 "	"2020"	1270	6151548	20.6	17.7
	"Montana"	"30"	"2010"	"2010"	176	989415	17.8	15.5
	"Montana"	"30"	"2011"	"2011"	181	998199	18.1	15.7
	"Montana"	"30"	"2012"	"2012"	210	1005141	20.9	18.2
	"Montana"	"30"	"2013"	"2013"	224	1015165	22.1	19.3
	"Montana"	"30"	"2014"	"2014"	223	1023579	21.8	18.6
	"Montana"	"30"	"2015"	"2015"	243	1032949	23.5	21.0
	"Montana"	"30"	"2016"	"2016"	239	1042520	22.9	19.8
	"Montana"	"30"	"2017"	"2017"	294	1050493	28.0	23.9
	"Montana"	"30"	"2018"	"2018"	222	1062305	20.9	17.6
	"Montana"	"30"	"2019"	"2019"	285	1068778	26.7	23.2
	"Montana"	"30"	"2020 "	"2020"	349	1080577	32.3	28.4
	"Nebraska"	"31"	"2010"	"2010"	186	1826341	10.2	9.4
	"Nebraska"	"31"	"2011"	"2011"	164	1842641	8.9	8.2
	"Nebraska"	"31"	"2012"	"2012"	225	1855525	12.1	11.0
	"Nebraska"	"31"	"2013"	"2013"	231	1868516	12.4	11.5
	"Nebraska"	"31"	"2014"	"2014"	225	1881503	12.0	10.9
	"Nebraska"	"31"	"2015"	"2015"	233	1896190	12.3	11.3
	"Nebraska"	"31"	"2016"	"2016"	279	1907116	14.6	13.3
	"Nebraska"	"31"	"2017"	"2017"	293	1920076	15.3	13.9
	"Nebraska"	"31"	"2018"	"2018"	295	1929268	15.3	14.4
	"Nebraska"	"31"	"2019"	"2019"	316	1934408	16.3	14.9
	"Nebraska"	"31"	"2020 "	"2020"	436	1937552	22.5	20.2
	"Nevada"	"32"	"2010"	"2010"	461	2700551	17.1	15.9
	"Nevada"	"32"	"2011"	"2011"	445	2723322	16.3	15.2
	"Nevada"	"32"	"2012"	"2012"	535	2758931	19.4	17.9
	"Nevada"	"32"	"2013"	"2013"	529	2790136	19.0	16.9
	"Nevada"	"32"	"2014"	"2014"	518	2839099	18.2	16.2
	"Nevada"	"32"	"2015"	"2015"	585	2890845	20.2	17.8
	"Nevada"	"32"	"2016"	"2016"	579	2940058	19.7	17.0
	"Nevada"	"32"	"2017"	"2017"	643	2998039	21.4	18.5
	"Nevada"	"32"	"2018"	"2018"	686	3034392	22.6	19.4
	"Nevada"	"32"	"2019"	"2019"	693	3080156	22.5	19.0
	"Nevada"	"32"	"2020 "	"2020"	855	3138259	27.2	23.5
	"New Hampshire"	"33"	"2010"	"2010"	165	1316470	12.5	10.4
	"New Hampshire"	"33"	"2011"	"2011"	200	1318194	15.2	12.2
	"New Hampshire"	"33"	"2012"	"2012"	191	1320718	14.5	11.6
	"New Hampshire"	"33"	"2013"	"2013"	214	1323459	16.2	12.7
	"New Hampshire"	"33"	"2014"	"2014"	259	1326813	19.5	15.2
	"New Hampshire"	"33"	"2015"	"2015"	244	1330608	18.3	14.0
	"New Hampshire"	"33"	"2016"	"2016"	232	1334795	17.4	13.8
	"New Hampshire"	"33"	"2017"	"2017"	243	1342795	18.1	14.0
	"New Hampshire"	"33"	"2018"	"2018"	276	1356458	20.3	15.2
	"New Hampshire"	"33"	"2019"	"2019"	279	1359711	20.5	16.1
	"New Hampshire"	"33"	"2020 "	"2020"	305	1366275	22.3	17.9
	"New Jersey"	"34"	"2010"	"2010"	962	8791894	10.9	9.6
	"New Jersey"	"34"	"2011"	"2011"	1017	8821155	11.5	10.0
	"New Jersey"	"34"	"2012"	"2012"	925	8864590	10.4	9.1
	"New Jersey"	"34"	"2013"	"2013"	1017	8899339	11.4	9.8
	"New Jersey"	"34"	"2014"	"2014"	1005	8938175	11.2	9.6
	"New Jersey"	"34"	"2015"	"2015"	989	8958013	11.0	9.4
	"New Jersey"	"34"	"2016"	"2016"	1046	8944469	11.7	9.8
	"New Jersey"	"34"	"2017"	"2017"	1078	9005644	12.0	10.1
	"New Jersey"	"34"	"2018"	"2018"	1174	8908520	13.2	11.0
	"New Jersey"	"34"	"2019"	"2019"	1173	8882190	13.2	10.9
	"New Jersey"	"34"	"2020 "	"2020"	1393	8882371	15.7	13.1
	"New Mexico"	"35"	"2010"	"2010"	562	2059179	27.3	25.7
	"New Mexico"	"35"	"2011"	"2011"	660	2082224	31.7	29.8
	"New Mexico"	"35"	"2012"	"2012"	662	2085538	31.7	29.5
	"New Mexico"	"35"	"2013"	"2013"	660	2085287	31.7	29.6
	"New Mexico"	"35"	"2014"	"2014"	706	2085572	33.9	31.6
	"New Mexico"	"35"	"2015"	"2015"	862	2085109	41.3	39.2
	"New Mexico"	"35"	"2016"	"2016"	861	2081015	41.4	38.0
	"New Mexico"	"35"	"2017"	"2017"	888	2088070	42.5	39.9
	"New Mexico"	"35"	"2018"	"2018"	925	2095428	44.1	41.4
	"New Mexico"	"35"	"2019"	"2019"	950	2096829	45.3	43.0
	"New Mexico"	"35"	"2020 "	"2020"	1187	2106319	56.4	53.5
	"New York"	"36"	"2010"	"2010"	1866	19378102	9.6	8.6
	"New York"	"36"	"2011"	"2011"	2022	19465197	10.4	9.2
	"New York"	"36"	"2012"	"2012"	2053	19570261	10.5	9.2
	"New York"	"36"	"2013"	"2013"	2158	19651127	11.0	9.6
	"New York"	"36"	"2014"	"2014"	2121	19746227	10.7	9.3
	"New York"	"36"	"2015"	"2015"	2179	19795791	11.0	9.5
	"New York"	"36"	"2016"	"2016"	2240	19745289	11.3	9.8
	"New York"	"36"	"2017"	"2017"	2302	19849399	11.6	9.9
	"New York"	"36"	"2018"	"2018"	2327	19542209	11.9	10.0
	"New York"	"36"	"2019"	"2019"	2303	19453561	11.8	9.9
	"New York"	"36"	"2020 "	"2020"	2636	19336776	13.6	11.7
	"North Carolina"	"37"	"2010"	"2010"	1166	9535483	12.2	11.2
	"North Carolina"	"37"	"2011"	"2011"	1278	9656401	13.2	11.8
	"North Carolina"	"37"	"2012"	"2012"	1339	9752073	13.7	12.2
	"North Carolina"	"37"	"2013"	"2013"	1449	9848060	14.7	12.9
	"North Carolina"	"37"	"2014"	"2014"	1501	9943964	15.1	13.1
	"North Carolina"	"37"	"2015"	"2015"	1589	10042802	15.8	13.6
	"North Carolina"	"37"	"2016"	"2016"	1620	10146788	16.0	13.4
	"North Carolina"	"37"	"2017"	"2017"	1641	10273419	16.0	13.3
	"North Carolina"	"37"	"2018"	"2018"	1745	10383620	16.8	14.1
	"North Carolina"	"37"	"2019"	"2019"	1919	10488084	18.3	15.2
	"North Carolina"	"37"	"2020 "	"2020"	2204	10600823	20.8	17.4
	"North Dakota"	"38"	"2010"	"2010"	92	672591	13.7	13.2
	"North Dakota"	"38"	"2011"	"2011"	121	683932	17.7	16.2
	"North Dakota"	"38"	"2012"	"2012"	128	699628	18.3	17.6
	"North Dakota"	"38"	"2013"	"2013"	126	723393	17.4	17.0
	"North Dakota"	"38"	"2014"	"2014"	102	739482	13.8	13.1
